43.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINEST;VALIDATION,FINEST;VISUALFORCE,FINEST;WAVE,INFO;WORKFLOW,FINEST
13:50:35.0 (84680)|USER_INFO|[EXTERNAL]|0051f000000IdnF|sai_teja_golla@manulife-cdn.com.dev53|Eastern Standard Time|GMT-04:00
13:50:35.0 (125030)|EXECUTION_STARTED
13:50:35.0 (132312)|CODE_UNIT_STARTED|[EXTERNAL]|01p1f000000990u|C360_handleAccountIndicators
13:50:35.0 (912425)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
13:50:35.0 (944750)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:50:35.0 (951032)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:46
13:50:35.0 (969019)|METHOD_ENTRY|[1]|01p1f000000990u|C360_handleAccountIndicators.C360_handleAccountIndicators()
13:50:35.0 (976563)|STATEMENT_EXECUTE|[1]
13:50:35.0 (983123)|STATEMENT_EXECUTE|[1]
13:50:35.0 (991270)|METHOD_EXIT|[1]|C360_handleAccountIndicators
13:50:35.0 (1000398)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
13:50:35.0 (1006280)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:50:35.0 (1077900)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:50:35.0 (1091407)|VARIABLE_SCOPE_BEGIN|[36]|this|C360_handleAccountIndicators|true|false
13:50:35.0 (1253286)|VARIABLE_ASSIGNMENT|[36]|this|{"assetIdSet":"0x6b381e3a","assetQuery":"Select Account.recor (146 more) ...","todayDate":"2018-07-13T00:00:00.000Z","whereCondition":"Id =: assetIdSet"}|0xd88f8f7
13:50:35.0 (1265119)|VARIABLE_SCOPE_BEGIN|[36]|BC|Database.BatchableContext|true|false
