43.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINEST;VALIDATION,FINEST;VISUALFORCE,FINEST;WAVE,INFO;WORKFLOW,FINEST
12:06:36.0 (52924)|USER_INFO|[EXTERNAL]|0051f000000IdnF|sai_teja_golla@manulife-cdn.com.dev53|Eastern Standard Time|GMT-04:00
12:06:36.0 (78659)|EXECUTION_STARTED
12:06:36.0 (82938)|CODE_UNIT_STARTED|[EXTERNAL]|01p1f000000990u|C360_handleAccountIndicators
12:06:36.0 (633308)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
12:06:36.0 (660091)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
12:06:36.0 (665808)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:55
12:06:36.0 (676706)|METHOD_ENTRY|[1]|01p1f000000990u|C360_handleAccountIndicators.C360_handleAccountIndicators()
12:06:36.0 (682517)|STATEMENT_EXECUTE|[1]
12:06:36.0 (687032)|STATEMENT_EXECUTE|[1]
12:06:36.0 (693479)|METHOD_EXIT|[1]|C360_handleAccountIndicators
12:06:36.0 (700366)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
12:06:36.0 (704296)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
12:06:36.0 (796393)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
12:06:36.0 (811316)|VARIABLE_SCOPE_BEGIN|[36]|this|C360_handleAccountIndicators|true|false
12:06:36.0 (904242)|VARIABLE_ASSIGNMENT|[36]|this|{"assetQuery":"Select Account.recor (165 more) ...","assetTriggerIdSet":"0x7c6bb719","todayDate":"2018-06-29T00:00:00.000Z","whereCondition":"Id =: assetTriggerId (3 more) ..."}|0x758def47
12:06:36.0 (916559)|VARIABLE_SCOPE_BEGIN|[36]|BC|Database.BatchableContext|true|false
12:06:36.0 (1042110)|VARIABLE_ASSIGNMENT|[36]|BC|{"childJobId":"7071f000000aADlAAM","jobId":"7071f000000aADgAAM"}|0x57b8f017
12:06:36.0 (1055018)|VARIABLE_SCOPE_BEGIN|[36]|Scope|List<SObject>|true|false
12:06:36.0 (1093945)|VARIABLE_ASSIGNMENT|[36]|Scope|[{"AccountId":"0011f000004f4aCAAQ","GB_Canada_Only_Indicator__c":false,"Id":"02i1f000000lHUDAA2","GB_Data_Constraint_Indicator__c":true,"GB_OTIP_Indicator__c":false,"Manulife_Staff_Indicator__c":true,"Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}]|0x22fbeac0
12:06:36.0 (1109202)|STATEMENT_EXECUTE|[36]
12:06:36.0 (1112074)|STATEMENT_EXECUTE|[37]
12:06:36.0 (1125215)|HEAP_ALLOCATE|[37]|Bytes:4
12:06:36.0 (1150991)|SYSTEM_CONSTRUCTOR_ENTRY|[37]|<init>(Integer)
12:06:36.0 (1180099)|SYSTEM_CONSTRUCTOR_EXIT|[37]|<init>(Integer)
12:06:36.0 (1187352)|VARIABLE_SCOPE_BEGIN|[37]|custAccntIdSet|Set<Id>|true|false
12:06:36.0 (1215837)|VARIABLE_ASSIGNMENT|[37]|custAccntIdSet|[]|0x6d70dd2a
12:06:36.0 (1222951)|STATEMENT_EXECUTE|[38]
12:06:36.0 (1259592)|HEAP_ALLOCATE|[38]|Bytes:4
12:06:36.0 (1295259)|VARIABLE_SCOPE_BEGIN|[38]|assetCustomerMap|Map<Id,Asset>|true|false
12:06:36.0 (1314759)|VARIABLE_ASSIGNMENT|[38]|assetCustomerMap|{}|0x4c026ce2
12:06:36.0 (1321053)|STATEMENT_EXECUTE|[39]
12:06:36.0 (1329030)|HEAP_ALLOCATE|[39]|Bytes:4
12:06:36.0 (1336008)|VARIABLE_SCOPE_BEGIN|[39]|assetMap|Map<Id,Asset>|true|false
12:06:36.0 (1347575)|VARIABLE_ASSIGNMENT|[39]|assetMap|{}|0x56ef45f2
12:06:36.0 (1353166)|STATEMENT_EXECUTE|[40]
12:06:36.0 (1359331)|HEAP_ALLOCATE|[40]|Bytes:4
12:06:36.0 (1364502)|VARIABLE_SCOPE_BEGIN|[40]|assetContactMap|Map<Id,Asset>|true|false
