43.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINEST;VALIDATION,FINEST;VISUALFORCE,FINEST;WAVE,INFO;WORKFLOW,FINEST
11:27:32.0 (121099)|USER_INFO|[EXTERNAL]|0051f000000IdnF|sai_teja_golla@manulife-cdn.com.dev53|Eastern Standard Time|GMT-04:00
11:27:32.0 (228557)|EXECUTION_STARTED
11:27:32.0 (238290)|CODE_UNIT_STARTED|[EXTERNAL]|01p1f000000990u|C360_handleAccountIndicators
11:27:32.0 (1307690)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
11:27:32.0 (1334829)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
11:27:32.0 (1340720)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:26
11:27:32.0 (1351263)|METHOD_ENTRY|[1]|01p1f000000990u|C360_handleAccountIndicators.C360_handleAccountIndicators()
11:27:32.0 (1357417)|STATEMENT_EXECUTE|[1]
11:27:32.0 (1362002)|STATEMENT_EXECUTE|[1]
11:27:32.0 (1367740)|METHOD_EXIT|[1]|C360_handleAccountIndicators
11:27:32.0 (1375187)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
11:27:32.0 (1379403)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:27:32.0 (1446712)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:27:32.0 (1458616)|VARIABLE_SCOPE_BEGIN|[32]|this|C360_handleAccountIndicators|true|false
11:27:32.0 (1523963)|VARIABLE_ASSIGNMENT|[32]|this|{"assetIdSet":"0x36a4e779","assetQuery":"Select Account.recor (158 more) ...","isToDelete":false,"whereCondition":"Id =: assetIdSet"}|0x187539c
11:27:32.0 (1534536)|VARIABLE_SCOPE_BEGIN|[32]|BC|Database.BatchableContext|true|false
11:27:32.0 (1664421)|VARIABLE_ASSIGNMENT|[32]|BC|{"childJobId":"7071f000000WRztAAG","jobId":"7071f000000WRzoAAG"}|0xefd6aa1
11:27:32.0 (1676025)|VARIABLE_SCOPE_BEGIN|[32]|Scope|List<SObject>|true|false
11:27:32.0 (1716012)|VARIABLE_ASSIGNMENT|[32]|Scope|[{"AccountId":"0011f000004f4aCAAQ","GB_Canada_Only_Indicator__c":true,"Id":"02i1f000000l3W8AAI","GB_Data_Constraint_Indicator__c":false,"GB_OTIP_Indicator__c":true,"Manulife_Staff_Indicator__c":false,"Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}]|0x73da764d
11:27:32.0 (1733431)|STATEMENT_EXECUTE|[32]
11:27:32.0 (1736266)|STATEMENT_EXECUTE|[33]
11:27:32.0 (1750190)|HEAP_ALLOCATE|[33]|Bytes:4
11:27:32.0 (1777784)|SYSTEM_CONSTRUCTOR_ENTRY|[33]|<init>(Integer)
11:27:32.0 (1807383)|SYSTEM_CONSTRUCTOR_EXIT|[33]|<init>(Integer)
11:27:32.0 (1813998)|VARIABLE_SCOPE_BEGIN|[33]|custAccntIdSet|Set<Id>|true|false
11:27:32.0 (1843197)|VARIABLE_ASSIGNMENT|[33]|custAccntIdSet|[]|0x524705ed
11:27:32.0 (1850256)|STATEMENT_EXECUTE|[34]
11:27:32.0 (1892164)|HEAP_ALLOCATE|[34]|Bytes:4
11:27:32.0 (1933814)|VARIABLE_SCOPE_BEGIN|[34]|assetCustomerMap|Map<Id,Asset>|true|false
11:27:32.0 (1953745)|VARIABLE_ASSIGNMENT|[34]|assetCustomerMap|{}|0x43c9bff3
11:27:32.0 (1959911)|STATEMENT_EXECUTE|[35]
11:27:32.0 (1968939)|HEAP_ALLOCATE|[35]|Bytes:4
11:27:32.0 (1975791)|VARIABLE_SCOPE_BEGIN|[35]|assetMap|Map<Id,Asset>|true|false
11:27:32.0 (1987033)|VARIABLE_ASSIGNMENT|[35]|assetMap|{}|0x78e91fa5
11:27:32.0 (1992459)|STATEMENT_EXECUTE|[36]
11:27:32.0 (1998722)|HEAP_ALLOCATE|[36]|Bytes:4
11:27:32.0 (2004287)|VARIABLE_SCOPE_BEGIN|[36]|assetContactMap|Map<Id,Asset>|true|false
11:27:32.0 (2015719)|VARIABLE_ASSIGNMENT|[36]|assetContactMap|{}|0x58a166eb
11:27:32.0 (2021118)|STATEMENT_EXECUTE|[37]
11:27:32.0 (2060194)|HEAP_ALLOCATE|[37]|Bytes:4
11:27:32.0 (2101525)|SYSTEM_CONSTRUCTOR_ENTRY|[37]|<init>()
11:27:32.0 (2123094)|SYSTEM_CONSTRUCTOR_EXIT|[37]|<init>()
11:27:32.0 (2128411)|VARIABLE_SCOPE_BEGIN|[37]|custAccUpdateLst|List<Account>|true|false
11:27:32.0 (2137882)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:27:32.0 (2179335)|VARIABLE_ASSIGNMENT|[37]|custAccUpdateLst|[]|0x32a3687f
11:27:32.0 (2190065)|STATEMENT_EXECUTE|[38]
11:27:32.0 (2202235)|HEAP_ALLOCATE|[38]|Bytes:4
